Type,job_title,job_area,salary-bot,salary-top,year,education,company_title,company_info,skill,publis_name,welfare,job_url
C，C++语言工程师,linux c/c++研发工程师,苏州·相城区·元和,9000,14000,1-3,本科,中安工控,通信/网络设备A轮20-99人,Socket技术 软件工程师 Java Python c,李女士人力主管,通讯补贴，年终奖，股票期权，交通补助，餐补，节日福利，带薪年假，五险一金，零食下午茶,https://www.zhipin.com/job_detail/e75b68826f5603791nJz09u_EVdW.html
C，C++语言工程师,od 招聘 c/c++,苏州·昆山市·阳澄湖,17500,35000,经验不限,本科,华为,计算机软件不需要融资10000人以上,数据结构 分布式技术 软件工程师 架构师 c,李女士通用软件开发,加班补助，定期体检，餐补，股票期权，节日福利，年终奖，零食下午茶，员工旅游，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/21700495fc8e69a71nBy3d-0E1BQ.html
C，C++语言工程师,智能汽车 C/C++ 资深/专家工程师,北京·顺义区·后沙峪,37500,75000,5-10,本科,滴滴,移动互联网D轮及以上1000-9999人,嵌入式技术 分布式技术 架构师 网络协议栈 c,侯女士招聘者,定期体检，补充医疗保险，五险一金,https://www.zhipin.com/job_detail/286967d7b4cf5d401nx_2dy-F1ZQ.html
C，C++语言工程师,C＋＋开发,东莞·大朗镇·松山湖,16250,32500,1-3,本科,润和软件,移动互联网已上市10000人以上,Linux 驱动开发 游戏引擎 c++ c 软件工程师,刘先生HR,定期体检，年终奖，股票期权，带薪年假，节日福利，五险一金，通讯补贴，员工旅游，加班补助，交通补助，餐补，零食下午茶,https://www.zhipin.com/job_detail/c38caceb9b1e28841n150925EVVQ.html
C，C++语言工程师,研发工程师（python/golang/java/C/C++),上海,22500,43750,3-5,本科,斗象科技,信息安全D轮及以上500-999人,分布式技术 多线程 架构师 后端开发 Python,周女士HRBP,交通补助，股票期权，餐补，带薪年假，定期体检，员工旅游，节日福利，年终奖，加班补助，五险一金，零食下午茶,https://www.zhipin.com/job_detail/09ff204f6ffe1f7f1nx93t65F1NR.html
C，C++语言工程师,od招聘 c/c++,太原·小店区·学府街,17500,35000,经验不限,本科,华为,计算机软件不需要融资10000人以上,数据结构 分布式技术 软件工程师 架构师 c,李女士通用软件开发,股票期权，补充医疗保险，加班补助，零食下午茶，五险一金，定期体检，节日福利，年终奖，餐补，员工旅游,https://www.zhipin.com/job_detail/765996078d3dd57a1nBy3d-0EVZW.html
C，C++语言工程师,linux c /c++,北京·海淀区·上地,8000,13000,经验不限,学历不限,ACK,信息安全未融资20-99人,PHP Python 网络交换技术 网络协议 Linux,叶女士人事专员,五险一金，年终奖，通讯补贴，定期体检，带薪年假，员工旅游,https://www.zhipin.com/job_detail/e5c40007afa5c1961nxy2N-0F1pV.html
C，C++语言工程师,C++开发工程师,北京·丰台区·科技园区,10000,15000,经验不限,硕士,阳光凯讯,通信/网络设备未融资100-499人,网络协议 网络编程 军工 通信 C++ c,马女士招聘主管,定期体检，年终奖，五险一金，加班补助，带薪年假，补充医疗保险,https://www.zhipin.com/job_detail/c9d4fe5fea82935c1nN73dy_FlNV.html
C，C++语言工程师,C,北京·海淀区·西北旺,31250,62500,5-10,本科,太一星晨,通信/网络设备D轮及以上20-99人,嵌入式技术 Linux 网络安全 网络协议 网络编程,王先生开发经理,带薪年假，节日福利，年终奖，定期体检，员工旅游，补充医疗保险，餐补，五险一金，零食下午茶，免费班车,https://www.zhipin.com/job_detail/11bc6586c5f645353nN42Nu_E1c~.html
C，C++语言工程师,C,合肥·蜀山区·高新区,17500,23333,1-3,本科,新华三信息安全技...,在线教育不需要融资500-999人,Unix C语言 Linux C语言开发经验 嵌入式技术,温先生项目经理,补充医疗保险，零食下午茶，五险一金，餐补，年终奖，员工旅游，通讯补贴，节日福利，定期体检，免费班车，交通补助，带薪年假,https://www.zhipin.com/job_detail/5d6b4ddffe3a019a1XR-3t-1FFBV.html
C，C++语言工程师,C,北京,15000,25000,1-3,本科,浩瀚深度,通信/网络设备D轮及以上100-499人,Linux C语言,王先生采集软件架构师,餐补，五险一金，节日福利，补充医疗保险，通讯补贴，定期体检，年终奖，带薪年假，员工旅游，交通补助,https://www.zhipin.com/job_detail/3ba08c9a6fa850101nV70ty6ElFR.html
C，C++语言工程师,C,天津·西青区·侯台,12000,24000,经验不限,本科,人大金仓,计算机软件未融资100-499人,C语言 Linux,孙女士HRBP,定期体检，通讯补贴，餐补，补充医疗保险，带薪年假，五险一金，零食下午茶，节日福利，交通补助，年终奖,https://www.zhipin.com/job_detail/eed94702513688393nR43961GFc~.html
C，C++语言工程师,C,武汉·洪山区·光谷,11000,18000,1-3,本科,海康威视,计算机软件已上市10000人以上,嵌入式技术 Linux 软件工程师 C语言,韩女士嵌入式软件开发经理,通讯补贴，免息住房借款，补充医疗保险，带薪年假，五险一金，股票期权，交通补助，年终奖，餐补，定期体检,https://www.zhipin.com/job_detail/42c6de153d57b6cf1nx70ty9GVNS.html
C，C++语言工程师,C,北京·海淀区·上地,21250,39666,1-3,本科,天融信,信息安全已上市1000-9999人,C,晏先生项目经理,股票期权，交通补助，带薪年假，定期体检，通讯补贴，餐补，年终奖，节日福利，春节11天假，五险一金，带薪病假5天，补充医疗保险,https://www.zhipin.com/job_detail/d94c9575816642b31HZ50tu1EFc~.html
C，C++语言工程师,C,成都·武侯区·世豪广场,10000,15000,3-5,本科,卫士通,信息安全已上市1000-9999人,网络安全 网络协议 GCC Linux 后端开发 C++,朱先生产品经理,补充医疗保险，年终奖，节日福利，五险一金，定期体检，通讯补贴，高温假，股票期权，带薪年假，交通补助，餐补,https://www.zhipin.com/job_detail/2e500f3a6e9ea23333B629i4Flc~.html
C，C++语言工程师,C,郑州·金水区·北龙湖,8000,13000,1-3,本科,信大网御,计算机软件不需要融资100-499人,C++ C语言 网络协议 Socket技术 网络编程,李先生工程师,员工旅游，五险一金，定期体检，年终奖，带薪年假，节日福利，餐补,https://www.zhipin.com/job_detail/f46cdad69cdf15eb3n182dS4ElM~.html
C，C++语言工程师,C开发,北京·海淀区·学院路,16250,27083,3-5,本科,华青融天,计算机软件未融资100-499人,Linux C# GO,胡女士人事部经理,餐补，定期体检，交通补助，年终奖，五险一金，加班补助，带薪年假，节日福利，零食下午茶，补充医疗保险，通讯补贴,https://www.zhipin.com/job_detail/4c80d70782e339451n1z2Nu6GFZV.html
C，C++语言工程师,C,宁波·鄞州区·梅墟,7583,13000,1-3,本科,宁波三星,仪器仪表/工业自动化已上市10000人以上,C语言 Linux 嵌入式技术,冯先生终端开发部经理,员工旅游，免费班车，带薪年假，节日福利，五险一金，定期体检，股票期权，年终奖，住房补贴,https://www.zhipin.com/job_detail/3fdaab47ead6a90c0XZ53d-1EVc~.html
C，C++语言工程师,C,深圳·龙岗区·坂田,21333,40000,3-5,本科,华为技术有限公司,计算机软件不需要融资10000人以上,嵌入式技术 Linux 后端开发,胡先生产品经理,全勤奖，餐补，住房补贴，交通补助，加班补助，免费班车，定期体检，节日福利，离职补偿，员工旅游，年终奖，零食下午茶，补充医疗保险，通讯补贴，带薪年假，五险一金，股票期权,https://www.zhipin.com/job_detail/a43c7f52383fd5d81nxy2t24EVVV.html
C，C++语言工程师,windows c,大连·沙河口区·软件园,11916,19500,经验不限,学历不限,亿达信息,计算机软件不需要融资1000-9999人,Windows,孙女士HR,五险一金，加班补助，定期体检，补充医疗保险，带薪年假，节日福利,https://www.zhipin.com/job_detail/c0948ce162ea3b4d1XVz39W5GVNW.html
C，C++语言工程师,C,广州·增城区·新塘广场,8000,12000,1-3,本科,广州基创仪器,企业服务未融资0-20人,软件工程师 单片机开发 嵌入式技术 C#,王先生经理,五险一金，节日福利，员工旅游，加班补助，年终奖，项目开发奖金，包吃,https://www.zhipin.com/job_detail/ae0ca9281ba38b4f1nZ_0tm9FFBV.html
C，C++语言工程师,C,重庆·渝北区·悦来,11000,12000,1-3,本科,萨瑞,通信/网络设备不需要融资500-999人,驱动开发 Linux 软件工程师,李先生驱动工程师,节日福利，五险一金，餐补，年终奖，住房补贴，零食下午茶，定期体检，带薪年假，通讯补贴，交通补助,https://www.zhipin.com/job_detail/8df387520a0ffe391nZ52Nq5ElFR.html
C，C++语言工程师,C,晋中·榆次区·汇通路,2000,5000,1-3,大专,博特自动化,通信/网络设备未融资0-20人,C语言 .NET 前端开发 后端开发,宋先生经理, ,https://www.zhipin.com/job_detail/b482cc852ffa613a0HR53ti1EFc~.html
C，C++语言工程师,C,上海·长宁区·天山,15000,30000,经验不限,本科,缔安科技,互联网B轮20-99人,网络交换技术 网络协议 算法基础 高级软件工程师,李女士人事总监,股票期权，餐补，零食下午茶，带薪年假，员工旅游，节日福利，定期体检，五险一金,https://www.zhipin.com/job_detail/c4f620893020bae31XR439-4EFBS.html
C，C++语言工程师,C/C++,沧州·运河区·金鼎大厦,10833,16250,经验不限,大专,金锐,银行不需要融资1000-9999人,Oracle MySQL DB2,程女士招聘专员,交通补助，补充医疗保险，带薪年假，节日福利，定期体检，餐补，加班补助，五险一金，免费班车，年终奖,https://www.zhipin.com/job_detail/d35b020aee82d7e61XR429S0E1VW.html
C，C++语言工程师,C/C++,武汉,11000,22000,经验不限,本科,软通动力,计算机软件已上市10000人以上,嵌入式技术 多线程 Socket技术 Linux Windows,宋女士招聘主管,五险一金，加班补助，定期体检，团建活动，节日福利，交通补助，零食下午茶，带薪年假，免费班车,https://www.zhipin.com/job_detail/12ceda393ced20cc1nZ52ty5FVdW.html
C，C++语言工程师,C/C++,成都·郫都区·高新西,11916,19500,1-3,本科,软通动力信息技术集团,计算机软件已上市10000人以上,英语 Shell 音视频编解码 流媒体技术 网络协议,曾女士招聘专员,免费班车，定期体检，员工旅游，补充医疗保险，交通补助，年终奖，全勤奖，五险一金，带薪年假，节日福利，零食下午茶，包吃，通讯补贴，加班补助，餐补,https://www.zhipin.com/job_detail/7d6b81281eda39631nxy09q4E1VW.html
C，C++语言工程师,C语言,杭州,15000,20000,1-3,本科,咏创科技,计算机软件不需要融资20-99人,嵌入式技术,储女士人事经理,带薪年假，餐补，零食下午茶，通讯补贴，定期体检，全勤奖，年终奖，员工旅游，节日福利，加班补助，五险一金,https://www.zhipin.com/job_detail/34b26b087f4d2c471nx429S-GVZR.html
C，C++语言工程师,C,长沙·岳麓区·麓谷,15000,25000,1-3,本科,启明星辰,信息安全已上市1000-9999人,网络协议 Linux 网络编程 网络交换技术,朱先生研发经理,年终奖，定期体检，通讯补贴，交通补助，全勤奖，节日福利，五险一金，带薪年假，加班补助，补充医疗保险，员工旅游，餐补,https://www.zhipin.com/job_detail/8473fc721bc2d2b81nZ-2d66GVZR.html
C，C++语言工程师,C开发,北京·海淀区·西北旺,11916,17333,1-3,本科,紫光云数,计算机软件不需要融资1000-9999人,网络协议,焦女士HR招聘,交通补助，年终奖，免费班车，带薪年假，加班补助，节日福利，零食下午茶，定期体检，通讯补贴，餐补，五险一金,https://www.zhipin.com/job_detail/f06840bb6aa01a2c1nN-0ty4GVFQ.html
C，C++语言工程师,C/C++开发,北京·海淀区·西北旺,15000,30000,1-3,大专,诚迈科技,互联网D轮及以上1000-9999人,C++ C C/C++ Qt 嵌入式,宋女士HR,节日福利，五险一金，定期体检，带薪年假,https://www.zhipin.com/job_detail/c22f6ec9f49452651XR_39y9ElFQ.html
C，C++语言工程师,C工程师,武汉·洪山区·光谷,10000,15000,经验不限,本科,宝牧科技,计算机软件未融资20-99人,Unix 网络协议 数据结构 Linux Shell 后端开发,王女士人事,零食下午茶，节日福利，五险一金，带薪年假，定期体检,https://www.zhipin.com/job_detail/4b19485e036268391n1z3tq6FFRR.html
C，C++语言工程师,C/C++工程师,西安,11000,20000,3-5,本科,苏州凌图科技有限公司,计算机服务A轮20-99人,C语言 C++ Python Shell 多线程 容器技术,逯女士人力资源总监,五险一金，带孩子上班，节日福利，带薪年假，股票期权，通讯补贴，年终奖，弹性工作，定期体检,https://www.zhipin.com/job_detail/9584b1726a3e94dc3nB_09u7FVc~.html
C，C++语言工程师,C,武汉·洪山区·光谷东,20000,35000,1-3,本科,OPPO,互联网不需要融资10000人以上,Linux 驱动开发 软件工程师 高级软件工程师,戴先生影像开发工程师,定期体检，股票期权，零食下午茶，带薪年假，五险一金，年终奖,https://www.zhipin.com/job_detail/8561d94e752a44451nJ629S0FFBR.html
C，C++语言工程师,C Software Engineer,大连·甘井子区·软件园,10500,16333,5-10,本科,GIPS,计算机软件不需要融资20-99人,SQL Linux Unix Oracle DB2,陈女士HR,五险一金，零食下午茶，节日福利，补充医疗保险，定期体检，带薪年假，年终奖,https://www.zhipin.com/job_detail/370b4931411cc79a1nJ92tS6EVVR.html
C，C++语言工程师,C,郑州·金水区·轻工业学院,10000,15000,3-5,本科,高凌信息,信息安全D轮及以上500-999人,网络编程 Linux C语言 网络协议 嵌入式技术,王先生产品总监,五险一金，员工旅游，节日福利，定期体检，带薪年假，商业保险，年终奖,https://www.zhipin.com/job_detail/deb1608aae17f0e71nRz3Nu_FlRW.html
C，C++语言工程师,C,南昌·东湖区·大院,10000,11000,经验不限,本科,南昌弘智咨询有限公司,培训机构不需要融资100-499人,C/C++,方女士人事,定期体检，五险一金,https://www.zhipin.com/job_detail/1f9139b5c8ea9ef20nZy3Ni4EVI~.html
C，C++语言工程师,C/C++开发,北京·海淀区·上地,8000,11000,1-3,大专,同方鼎欣,计算机软件已上市1000-9999人,多线程,杨女士招聘主管,节日福利，带薪年假，补充医疗保险，五险一金，定期体检，五险一金,https://www.zhipin.com/job_detail/074d3325fb2545591XR-2N-5FVRW.html
C，C++语言工程师,C/C++研发工程师,天津·西青区·侯台,19500,37916,3-5,本科,安华金和,信息安全D轮及以上100-499人,多线程 多进程 Linux Oracle MySQL C,陈女士HR,证书考取报销，带薪年假，交通补助，五险一金，定期体检，补充医疗保险，节日福利，股票期权,https://www.zhipin.com/job_detail/0cd1619c0646321c1nJ829S4EVtR.html
C，C++语言工程师,linux c 开发工程师,北京·海淀区·上地,20000,35000,3-5,本科,中科曙光,互联网已上市1000-9999人,Python Shell 嵌入式技术 Linux 多进程,方先生软件工程师,定期体检，员工旅游，包吃，通讯补贴，免费班车，五险一金，补充医疗保险，全勤奖，节日福利，项目奖金，带薪年假，交通补助，加班补助,https://www.zhipin.com/job_detail/60b422e53cb637c01XR529u0GVFQ.html
C，C++语言工程师,C/C++开发工程师,西安·雁塔区·高新软件园,17500,35000,1-3,本科,中科创达软件,计算机软件已上市1000-9999人,网络协议 多进程 网络编程 多线程 Linux,金女士资深HR,交通补助，住房补贴，五险一金，定期体检，员工旅游，年终奖，加班补助，带薪年假，全勤奖，节日福利，股票期权，餐补,https://www.zhipin.com/job_detail/29a2fd77fc160f4d1XV72Ny9GVZW.html
C，C++语言工程师,C/C++/嵌入式/LinuxC,杭州·滨江区·长河,12000,24000,经验不限,本科,中软国际,计算机软件已上市10000人以上,C语言 C++ 嵌入式技术 LinuxC,刘女士HR,加班补助，年终奖，员工旅游，免费班车，零食下午茶，带薪年假，定期体检，餐补，五险一金，节日福利,https://www.zhipin.com/job_detail/c602f9701bfc8f7e1nRz09-9FVdV.html
C，C++语言工程师,C/C++工程师（自研-双休）,北京·海淀区·五道口,18416,32500,经验不限,本科,北京海量数据,数据服务已上市500-999人,分布式技术 数据结构 Linux,金女士招聘主管,员工旅游，五险一金，带薪年假，股票期权，节日福利，零食下午茶，定期体检，补充医疗保险，餐补，健身房,https://www.zhipin.com/job_detail/5222a27f76902ecb1XR_3967FFdQ.html
C，C++语言工程师,Linux研发C/C++实习生,北京,6083,9125,经验不限,本科,共致开源,计算机软件不需要融资20-99人,Linux,马女士人事经理,节日福利，年终奖，五险一金，交通补助，带薪年假，定期体检，零食下午茶，员工旅游,https://www.zhipin.com/job_detail/007565085b2d22041nB-39q-F1ZV.html
C，C++语言工程师,C/C++开发工程师,北京·西城区·阜成门,31250,43750,5-10,本科,云盾智慧,信息安全不需要融资100-499人,网络协议 分布式技术 Linux 驱动开发,江女士HRD,交通补助，补充医疗保险，带薪年假，节日福利，五险一金，餐补，年终奖，零食下午茶，定期体检，加班补助,https://www.zhipin.com/job_detail/de192f57c26e8d381nx83924GFNR.html
C，C++语言工程师,C/C++软件工程师,上海·徐汇区·漕河泾,20000,35000,5-10,本科,思科,通信/网络设备已上市10000人以上,后端开发 Linux 音视频开发 嵌入式技术 网络协议,金先生招聘顾问,加班补助，住房补贴，节日福利，定期体检，年终奖，股票期权，员工旅游，五险一金，免费班车，补充医疗保险，零食下午茶，通讯补贴，带薪年假,https://www.zhipin.com/job_detail/e9a9c27fe7c0a2851XR-0t69FFRR.html
C，C++语言工程师,C/C++软件工程师,郑州·中原区·五龙口,8666,14083,3-5,本科,信大云谷,信息安全未融资20-99人,C++ Shell Python 网络交换技术 密码算法,陈女士HRM,年终奖，节日福利，五险一金，带薪年假，员工旅游，定期体检,https://www.zhipin.com/job_detail/1ecfd4e6ee9b85c90XN90tm0FFM~.html
C，C++语言工程师,C/C++开发工程师,台州,12000,18000,3-5,本科,台州有云,计算机软件天使轮0-20人,C++ Shell C语言 汇编语言 Socket技术,戴先生总裁/总经理/CEO,定期体检，年终奖，五险一金，股票期权,https://www.zhipin.com/job_detail/d50c5606a51434f70X193dS0EFc~.html
C，C++语言工程师,LINUX C 高级开发工程师,南昌·红谷滩区·名门世家,10000,15000,3-5,本科,国开信息,计算机软件未融资100-499人,Linux Unix 高级软件工程师 后端开发 Oracle,吕先生招聘者,带薪年假，餐补，五险一金，补充医疗保险，通讯补贴，全勤奖，年终奖，交通补助，股票期权，员工旅游，定期体检,https://www.zhipin.com/job_detail/9dccee71a078e8a21n192N60GFRV.html
C，C++语言工程师,C 中高级开发工程师,武汉·江夏区·光谷,14083,19500,3-5,本科,湖北荣创,电力/热力/燃气/水利未融资20-99人,网络协议 数据结构 Socket技术 流媒体技术,祁女士行政人事,带薪年假，年终奖，交通补助，补充医疗保险，餐补，五险一金，加班补助，员工旅游，定期体检，节日福利,https://www.zhipin.com/job_detail/48baee926a9993ea1nN_09-6E1dV.html
C，C++语言工程师,Linux C 高级研发工程师,天津·红桥区·邵公庄,20000,30000,5-10,本科,科蓝软件,计算机软件已上市1000-9999人,数据结构 多线程 网络编程 Linux,孔先生架构师,节日福利，带薪年假，员工旅游，五险一金，加班补助，股票期权,https://www.zhipin.com/job_detail/594d8f791e25e5523nF43N-5ElI~.html
C，C++语言工程师,C/C++开发,杭州,17500,35000,1-3,本科,控客科技,智能硬件C轮100-499人,嵌入式技术 Linux Unix 驱动开发 C#,谢女士HRBP,定期体检，餐补，股票期权，带薪年假，年终奖，节日福利，五险一金,https://www.zhipin.com/job_detail/d06de233610c67c21nBz39S5F1NV.html
C，C++语言工程师,C/C++软件工程师,深圳·宝安区·新安,15000,25000,1-3,本科,极致汇仪科技,仪器仪表/工业自动化A轮100-499人,网络协议 多进程 数据结构 多线程 Unix Linux,古女士人力资源经理,定期体检，零食下午茶，员工旅游，交通意外险，加班补助，带薪年假，团建活动，节日福利，股票期权，年终奖，五险一金,https://www.zhipin.com/job_detail/d0e2dc29aa1924cf1nx43N28GFNR.html
C，C++语言工程师,C/C++开发工程师,合肥·蜀山区·高新区,15000,30000,经验不限,本科,中电信量子,通信/网络设备未融资20-99人,嵌入式技术 网络协议 多线程 网络编程 Linux,王女士人力专员,餐补，五险一金，带薪年假，交通补助，通讯补贴，年终奖，定期体检，节日福利,https://www.zhipin.com/job_detail/d34c4006632d72a31nd709q4EVNX.html
C，C++语言工程师,C,北京,15000,25000,经验不限,本科,山海诚信,信息安全未融资20-99人,Linux Shell 算法基础 网络编程 多进程,徐先生招聘者, ,https://www.zhipin.com/job_detail/0ac50f4cf9bf2cb61nx52Ni7ElVR.html
C，C++语言工程师,c/c++软件开发,上海·徐汇区·斜土路,7000,11666,在校,本科,迪爱斯,信息安全不需要融资500-999人,C++ 计算机软件 C语言 软件工程师,董女士高级软件工程师,五险一金，节日福利，带薪年假，零食下午茶，餐补，其他福利，包吃，员工旅游，股票期权，定期体检，通讯补贴，年终奖,https://www.zhipin.com/job_detail/083e39de63d628b30nx_3Nu7GVQ~.html
C，C++语言工程师,2023届实习-C开发,杭州,9125,15208,在校,硕士,阿里云,互联网已上市10000人以上,C 2023届,江先生软件开发工程师,餐补，五险一金，免费班车，股票期权，员工旅游，定期体检，带薪年假，补充医疗保险，年终奖,https://www.zhipin.com/job_detail/842f6391076da2791XR_2dW4EVJQ.html
C，C++语言工程师,C/C++中级工程师招聘,杭州·西湖区·西溪,10833,16250,1-3,本科,柏科数据,计算机软件不需要融资100-499人,C++ Shell Python Linux,许先生产品开发部总监,节日福利，带薪年假，员工旅游，年终奖，股票期权，定期体检，补充医疗保险，通讯补贴，零食下午茶，五险一金,https://www.zhipin.com/job_detail/b89621397ac4a79a0XN739y-EFA~.html
C，C++语言工程师,linux c 软件开发工程师,武汉·江夏区·流芳,12000,18000,1-3,本科,瞬联软件科技,计算机软件不需要融资1000-9999人,Linux 驱动开发 C/C++ 通信 bsp,高女士招聘HR,带薪年假，定期体检，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/1064dd49a0f1da23031829i9EVQ~.html
C，C++语言工程师,C/C++高级研发人员,济南·历下区·齐鲁软件园,25000,50000,5-10,本科,瑞宁,信息安全C轮100-499人,C/C++ Linux Windows,汉先生CEO, ,https://www.zhipin.com/job_detail/8541a438c34e3d971nB_2t69.html
C，C++语言工程师,C/C++实习生（网络协议解析方向）,成都·成华区·东郊记忆,4258,8212,5-10,硕士,中电锦江,电子/半导体/集成电路1000-9999人,网络协议 Linux,高先生招聘者,包吃，节日福利，五险一金，带薪年假，餐补，交通补助，年终奖，零食下午茶，定期体检，加班补助，员工旅游，免费班车,https://www.zhipin.com/job_detail/ef5c3f73f6e4d9bf1XR-2d--EFdW.html
C，C++语言工程师,C/C++开发工程师,青岛·崂山区·崂山风景区,15000,25000,5-10,本科,伟达智慧科技,互联网天使轮100-499人,Linux Shell 软件工程师,武先生部门总经理,带薪年假，五险一金，员工旅游，免费班车，节日福利，定期体检，年终奖,https://www.zhipin.com/job_detail/59585c0e640e76431nJ-2Nm9EVNW.html
C，C++语言工程师,C/C++软件研发架构师,北京,17500,35000,3-5,本科,鼎轩科技,计算机软件未融资100-499人,C/C++ 网络编程 服务器端开发 QT,马先生产品高级架构师,五险一金，定期体检,https://www.zhipin.com/job_detail/763f96920b7747cb1nN53dq7EVI~.html
C，C++语言工程师,C/C++ 开发工程师,重庆·沙坪坝区·西永,11000,20000,经验不限,硕士,航天新通,通信/网络设备未融资100-499人,网络协议,钟先生招聘者,节日福利，五险一金，补充医疗保险，定期体检，带薪年假，餐补，年终奖,https://www.zhipin.com/job_detail/bd586b97f14347e11n1z39-4FldQ.html
C，C++语言工程师,高级Linux C 工程师,武汉·洪山区·光谷,28333,42500,5-10,本科,物鼎安全,信息安全不需要融资20-99人,C C++ Linux 架构师,曹女士运营总监,员工旅游，员工生日福利，五险一金，股票期权，加班补助，定期体检，全勤奖，零食下午茶，节日福利，年终奖，带薪年假，交通补助，员工喜事福利，补充医疗保险,https://www.zhipin.com/job_detail/20c0e30f53e9d1ee1nF-2Ni8FVBV.html
C，C++语言工程师,C/C++软件开发工程师,西安·长安区·航天城,8000,13000,经验不限,本科,浙江宇视科技,通信/网络设备已上市1000-9999人,分布式技术 后端开发 网络编程 多进程 Linux,高先生部门经理,补充医疗保险，五险一金，零食下午茶，带薪年假，交通补助，餐补，通讯补贴，定期体检，股票期权，节日福利，购房无息贷款，员工旅游，年终奖,https://www.zhipin.com/job_detail/6ab030a14c19a2851nJ72968EFpW.html
C，C++语言工程师,C语言开发工程师(J10650),上海,35000,70000,经验不限,本科,云知声,移动互联网D轮及以上500-999人,嵌入式技术 C语言 linux,冉女士hr,加班补助，年终奖，全额缴纳，餐补，补充医疗保险，五险一金，带薪年假,https://www.zhipin.com/job_detail/3d7fe058f1377c791nN_3dm8EFNW.html
C，C++语言工程师,C/C++软件开发工程师（初级）,杭州·滨江区·长河,12500,18750,经验不限,本科,宏杉科技,通信/网络设备D轮及以上500-999人,Linux C C++ Python nas 文件存储,王女士招聘专员,年终奖，通讯补贴，节日福利，五险一金，补充医疗保险，定期体检，员工旅游，零食下午茶，带薪年假,https://www.zhipin.com/job_detail/d7e58bdd0a6675911nN409i5EVpW.html
C，C++语言工程师,C/C++高级软件开发工程师,南京,15000,25000,5-10,本科,江苏引跑网络科技...,互联网A轮100-499人,多进程 数据结构 多线程 Linux MySQL,沈女士人事经理,节日福利，补充医疗保险，五险一金，零食下午茶,https://www.zhipin.com/job_detail/d5e08a53a294ba0e1XR42N60FlZQ.html
C，C++语言工程师,C/C++开发工程师（防火墙产品）,北京·朝阳区·望京,23333,46666,3-5,本科,奇安信集团,信息安全已上市1000-9999人,网络协议 网络编程 Socket技术,张女士HR recruiter,五险一金，零食下午茶，定期体检，节日福利，通讯补贴，股票期权，交通补助，年终奖，餐补，带薪年假，补充医疗保险,https://www.zhipin.com/job_detail/51777da40a01bd321n192tW1GFdW.html
C，C++语言工程师,C/C++ 应用工程师（可考虑优秀应届生）,湖州·吴兴区·江南车城,6500,11916,1-3,本科,佳格电子,电子/半导体/集成电路未融资100-499人,Linux 网络编程 多线程 Windows 软件工程师,余女士HRM,加班补助，带薪年假，补充医疗保险，年终奖，节日福利，员工旅游，五险一金，项目分红，零食下午茶，定期体检,https://www.zhipin.com/job_detail/2d17b95dee07b91b1nJ_29--EFVQ.html
C，C++语言工程师,腾讯云网络后台研发(c/c++/python/java),深圳·南山区·科技园,23333,46666,3-5,本科,腾讯,互联网不需要融资10000人以上,Python Java 网络协议 多线程 分布式技术,王先生后台开发工程师,定期体检，股票期权，餐补，零食下午茶，免费班车，员工旅游，免费健身房，免费早晚餐，公仔周边活动，住房补贴，五险一金，节日福利，补充医疗保险，带薪年假，包吃，年终奖，交通补助,https://www.zhipin.com/job_detail/4f1ad99493efc3bf1nB52dm6FFtQ.html
C，C++语言工程师,C/C++开发工程师,天津·西青区·张家窝,13000,25000,3-5,本科,国瑞数码,信息安全不需要融资100-499人,多线程 消息队列 Linux 后端开发 Redis,刘女士人事专员,全勤奖，节日福利，年终奖，定期体检，股票期权，餐补，员工旅游，交通补助，五险一金，带薪年假,https://www.zhipin.com/job_detail/4ab6d9676c1b7cb21XR539W4EFBS.html
C，C++语言工程师,C/C++软件工程师（分布式数据库开发）,西安,13000,26000,3-5,本科,优炫软件,信息安全已上市1000-9999人,Linux shell 高并发编程 数据结构 分布式技术,刘女士HRBP,五险一金，餐补，带薪年假，定期体检，股票期权，节日福利，年终奖，员工旅游,https://www.zhipin.com/job_detail/65dff14dd040abd71nBz2tm0FlNQ.html
C，C++语言工程师,C,烟台·龙口市·黄县林苑,3000,6000,经验不限,大专,龙口极客晨星少儿编程,培训机构0-20人,C# Python Java 算法基础 文件管理系统,张女士招聘者, ,https://www.zhipin.com/job_detail/dfe66c2d2e81f9d31nF_3tW9FVBV.html
C，C++语言工程师,C/C++软件开发工程师,南阳,5416,8666,经验不限,本科,守诚科技,计算机软件不需要融资20-99人,软件工程师 计算机软件,刘女士经理,节日福利，定期体检，住房补贴，员工旅游，补充医疗保险，加班补助，年终奖，五险一金，带薪年假,https://www.zhipin.com/job_detail/d85f75703777b8761nZ43dS8FldV.html
C，C++语言工程师,C,深圳·南山区·西丽,8000,12000,3-5,本科,智宇盟,智能硬件不需要融资20-99人,C/C++ 机器学习 通信 嵌入式技术 网络协议,唐先生总经理,全勤奖，节日福利，住房补贴，年终奖，零食下午茶，五险一金，通讯补贴，带薪年假，员工旅游,https://www.zhipin.com/job_detail/bee6e54ec3457e4b1XZ52tS9Flc~.html
