Type,job_title,job_area,salary-bot,salary-top,year,education,company_title,company_info,skill,publis_name,welfare,job_url
人工智能,高级软件工程师、架构师、AI算法/CV工程师,深圳·龙岗区·坂田,50000,100000,5-10,本科,华为技术有限公司,计算机软件不需要融资10000人以上,分布式技术 微服务架构 容器技术 架构师,秦先生需求分析师,通讯补贴，餐补，全勤奖，五险一金，免费班车，员工旅游，补充医疗保险，零食下午茶，离职补偿，节日福利，年终奖，带薪年假，住房补贴，交通补助，股票期权，定期体检，加班补助,https://www.zhipin.com/job_detail/32baeeb90e0787d91nVz0966GVFX.html
人工智能,AI工程师,东莞·大朗镇·松山湖,23333,35000,3-5,本科,华为,计算机软件不需要融资10000人以上,深度学习算法 视觉图像算法 Python TensorFlow,古先生项目经理,年终奖，五险一金，餐补，补充医疗保险，员工旅游，节日福利，股票期权，零食下午茶，定期体检，加班补助,https://www.zhipin.com/job_detail/20c7efbba555e1770Xx42tu_FFI~.html
人工智能,AI软件架构师,深圳·龙岗区·坂田,25000,50000,5-10,本科,华为技术有限公司,计算机软件不需要融资10000人以上,深度学习算法 人工智能 TensorFlow PyTorch,陈先生技术专家,住房补贴，交通补助，零食下午茶，五险一金，全勤奖，定期体检，股票期权，带薪年假，节日福利，免费班车，年终奖，通讯补贴，离职补偿，加班补助，餐补，员工旅游，补充医疗保险,https://www.zhipin.com/job_detail/aceed26fd183d8361nZ8296-GFZV.html
人工智能,AI平台开发工程师,深圳·龙岗区·华为坂田基地,18750,37500,1-3,本科,华为,计算机软件不需要融资10000人以上,Java Python C+++ 后端开发 WEB开发,史女士工程师,五险一金，年终奖，零食下午茶，补充医疗保险，股票期权，餐补，定期体检，加班补助，节日福利，员工旅游,https://www.zhipin.com/job_detail/bec5a6ace9ac9f251nV53dm7FFpW.html
全栈工程师,全栈工程师,广州·天河区·体育中心,20000,30000,3-5,大专,醇鲜然羊奶,生活服务未融资1000-9999人,Java 全栈,杨先生人事专员,提成高，包吃，包住，零食下午茶，全勤奖，免费工作培训，年终奖，员工旅游，晋升空间大，节日福利，公司气氛好,https://www.zhipin.com/job_detail/218de55393a97eed1nR729u8EFNW.html
全栈工程师,全栈工程师,荆门·掇刀区·掇刀街道,5000,8000,3-5,本科,创享信息技术,信息安全20-99人,Java JavaScript CSS 后端开发 前端开发,冯女士文员客服, ,https://www.zhipin.com/job_detail/a07eaab9805a30e51XR-39W1GVFQ.html
全栈工程师,全栈工程师,金华·婺城区·骆家塘,6000,11000,在校,大专,蜂巢,计算机软件20-99人,Java Python C++ C# 全栈开发 后端开发,姚先生招聘者,五险一金，员工旅游,https://www.zhipin.com/job_detail/7b0c7588076032631nB83Nq0ElRV.html
全栈工程师,全栈工程师,上海·浦东新区·张江,3000,4000,1-3,本科,上海万芸网络科技...,互联网天使轮0-20人,Python PHP,谭女士职业经理,五险一金，零食下午茶，全勤奖，员工旅游，带薪年假，年终奖，股票期权,https://www.zhipin.com/job_detail/eb748e29317f96051nFz2dm-FFtV.html
全栈工程师,全栈工程师,上海·浦东新区·康桥,15000,30000,3-5,大专,优谦智能科技,计算机服务未融资20-99人,微服务架构 全栈开发 创业,郭女士经理, ,https://www.zhipin.com/job_detail/7dadea1bec514e4c1nx_29i5EFZR.html
全栈工程师,全栈工程师,成都·青羊区·人民公园,12000,15000,3-5,本科,风暴狮角,计算机软件未融资0-20人,Java JavaScript CSS MySQL Spring Vue,高先生招聘者,员工旅游，年终奖，定期体检，带薪年假，全勤奖,https://www.zhipin.com/job_detail/479e27db44164a261n1z092_FFtQ.html
全栈工程师,全栈工程师,广州·天河区·猎德,14083,21666,3-5,本科,数说故事,互联网C轮500-999人,Java JavaScript CSS 前端开发 全栈开发,傅女士高级HRBP,五险一金，节日福利，带薪年假，年终奖，零食下午茶，定期体检，员工旅游,https://www.zhipin.com/job_detail/6371eb261b3229ec1n1529W6F1ZV.html
全栈工程师,全栈工程师,佛山·禅城区·南庄,20000,21000,3-5,本科,大蚂蚁岩板家居,装修装饰0-20人,图形图像处理 算法基础 后端开发 前端开发,吴先生招聘者, ,https://www.zhipin.com/job_detail/e4fa79aba420b72b1nZz3dS0GFpW.html
全栈工程师,全栈工程师,北京·朝阳区·望京,40000,66666,3-5,本科,高德地图,互联网已上市1000-9999人,Linux Node.js Python 软件工程师 多线程,韩先生高级运维专家,免费班车，带薪年假，股票期权，员工旅游，餐补，节日福利，定期体检，年终奖，交通补助，补充医疗保险，五险一金,https://www.zhipin.com/job_detail/f7d7832042992b363nZz3Nm8E1I~.html
全栈工程师,全栈工程师,深圳·龙华区·深圳北站,30000,40000,5-10,本科,蓝蜻蜓,互联网未融资0-20人,Java HTML CSS 全栈开发 后端开发,白先生招聘者, ,https://www.zhipin.com/job_detail/1c500f629566d75e1nV63ty0FVpQ.html
全栈工程师,全栈工程师,北京·朝阳区·太阳宫,23333,46666,5-10,本科,千陌互连,移动互联网不需要融资100-499人,全栈开发 智能硬件 微服务架构 算法基础 消费电子,张先生饮水机管理员,员工旅游，年终奖，五险一金，定期体检,https://www.zhipin.com/job_detail/535ae4d39ad7932b1nV62927GVVR.html
全栈工程师,全栈工程师,盐城,10000,15000,1-3,本科,麦田网络,电子商务不需要融资0-20人,Java Python PHP 全栈开发 调用接口大数据分析,丁先生招聘者, ,https://www.zhipin.com/job_detail/68a6c634e9327dae1nV_29q9EFNW.html
全栈工程师,全栈工程师,太原,8000,13000,1-3,本科,万鼎豪鑫科技,财务/审计/税务0-20人,Java Python 全栈开发 后端开发 前端开发,刘女士人事, ,https://www.zhipin.com/job_detail/808a86394685fb5e1nFz3d-8GVNX.html
全栈工程师,全栈工程师,杭州·滨江区·浦沿,11666,17500,1-3,本科,浙江中控,计算机软件已上市1000-9999人,软件工程师 Vue Node.js CSS JavaScript,高先生部门经理,年终奖，股票期权，加班补助，五险一金，交通补助，零食下午茶，住房补贴，包吃，通讯补贴，免费班车，定期体检，带薪年假，节日福利，餐补，员工旅游,https://www.zhipin.com/job_detail/e9323c1735aff90733B72N64GVM~.html
全栈工程师,全栈工程师,重庆·南岸区·茶园新区,6000,9000,3-5,大专,乐吧便捷,电子商务未融资20-99人,PHP,赵女士人事经理,餐补，节日福利，交通补助,https://www.zhipin.com/job_detail/be393eb7b83f05c23nR609i-E1Q~.html
全栈工程师,全栈工程师,成都·郫都区·高新西,30000,60000,经验不限,本科,华为成都研究所,通信/网络设备不需要融资10000人以上,Python Java HTML TypeScript,陶先生业务主管,交通补助，节日福利，免费班车，补充医疗保险，年终奖，五险一金，定期体检，带薪年假，加班补助，员工旅游，股票期权，零食下午茶,https://www.zhipin.com/job_detail/f98e2baadf4cd14a1nN-2tS4F1ZV.html
全栈工程师,全栈工程师,北京·海淀区·苏州街,43333,65000,1-3,本科,微软,计算机软件不需要融资10000人以上,后端开发,徐女士HR,带薪年假，定期体检，餐补，补充医疗保险，节日福利，零食下午茶，股票期权，五险一金，年终奖,https://www.zhipin.com/job_detail/bd0c5eaa4e3a34c91XR839u7ElFR.html
全栈工程师,全栈工程师,西安·雁塔区·高新软件园,18666,35000,经验不限,本科,华为技术有限公司,计算机软件不需要融资10000人以上,HTML CSS 数据结构 微服务架构 Linux,刘先生技术总监,带薪年假，定期体检，五险一金，住房补贴，股票期权，通讯补贴，节日福利，餐补，离职补偿，交通补助，加班补助，零食下午茶，年终奖，全勤奖，免费班车，员工旅游，补充医疗保险,https://www.zhipin.com/job_detail/96b24a6222a5ab871nR_3NW8FVFX.html
全栈工程师,全栈工程师,上海·浦东新区·张江,11000,22000,3-5,学历不限,唐巢公寓,计算机服务不需要融资100-499人,Java 全栈开发 微服务架构 MySQL SpringCloud,刘先生技术经理, ,https://www.zhipin.com/job_detail/a15d5bdd6b3eb5491nZ93tW6EVFV.html
全栈工程师,全栈工程师,上海·长宁区·江苏路,12000,16000,3-5,本科,来店,互联网A轮20-99人,全栈开发,闫先生技术经理,餐补，定期体检，员工旅游，五险一金，股票期权，通讯补贴，节日福利，带薪年假,https://www.zhipin.com/job_detail/c759deaa060e978b1nFy2d-8FVFX.html
全栈工程师,全栈工程师,佛山·顺德区·杏坛,15000,20000,3-5,本科,闪耀科技开发有限公司,家具/家电/家居20-99人,HTML CSS 前端开发 后端开发 全栈开发,李女士人事经理HRD, ,https://www.zhipin.com/job_detail/2d821553c573fb701XR63t24E1BQ.html
全栈工程师,全栈工程师,济南·历下区·化纤厂路,8666,14083,经验不限,大专,兔兔网络,互联网100-499人,软件工程师 Java JavaScript PHP Linux,张先生产品总监, ,https://www.zhipin.com/job_detail/ea0a4d94aa20ce141nR80ty1GVVV.html
全栈工程师,全栈工程师,杭州·钱塘区·下沙,10000,15000,经验不限,本科,百算,计算机软件天使轮20-99人,全栈开发 前端开发 后端开发 网络编程 数据结构,张先生首席HR,股票期权，带薪年假，零食下午茶，年终奖，节日福利，员工旅游,https://www.zhipin.com/job_detail/6cace2f5c97822eb1n1_3dW4ElFR.html
全栈工程师,全栈工程师,梅州·梅江区·市政府,15000,20000,3-5,大专,学相伴,计算机软件不需要融资20-99人,Java 全栈开发 后端开发 JavaScript 前端开发,秦先生总经理,五险一金，餐补，定期体检，年终奖，零食下午茶，节日福利，员工旅游,https://www.zhipin.com/job_detail/fbdd11438a1170851nFz39W-FlpV.html
全栈工程师,实习全栈工程师,北京·昌平区·沙河,4562,6083,3-5,本科,汇智方舟,计算机软件A轮20-99人,React MySQL,尹先生项目发起人,补充医疗保险，年终奖，五险一金，全勤奖，加班补助，带薪年假，员工旅游,https://www.zhipin.com/job_detail/21fe10c38d845fc41nN73Nm-ElRQ.html
全栈工程师,全栈工程师,通辽·科尔沁区,5000,6000,1-3,中专,圣源科技,计算机软件0-20人,PHP Python JavaScript HTML CSS,黄先生软件开发人员, ,https://www.zhipin.com/job_detail/e4ae809459fb96901nxz3d25GFZR.html
全栈工程师,全栈工程师,深圳·南山区·科技园,27083,32500,3-5,本科,小野,O2O不需要融资100-499人,全栈开发,褚先生产品经理,五险一金，零食下午茶,https://www.zhipin.com/job_detail/25423f45d11ce8351nJ52928FFBV.html
全栈工程师,JavaScript全栈工程师,深圳·龙华区·坂田,15000,25000,5-10,大专,智霊荟萃,移动互联网未融资0-20人,HTML JavaScript CSS 前端开发 Vue GIT,金先生运营总监, ,https://www.zhipin.com/job_detail/97fa225bd2635f3b1nB_3921ElJW.html
全栈工程师,软件高级（全栈）工程师,南京·秦淮区·瑞金路,15000,30000,5-10,本科,六季光电,计算机软件未融资20-99人,Java JavaScript HTML CSS SQL C++,詹女士综合部部长,交通补助，通讯补贴，带薪年假，餐补，年终奖，五险一金,https://www.zhipin.com/job_detail/14177842e691a9473nR80t21GFQ~.html
全栈工程师,全栈工程师,昆明,6500,8666,1-3,本科,亮风台,互联网C轮100-499人,全栈开发 JavaScrip TypeScript React Angular,冯女士人事行政主管,零食下午茶，年终奖，定期体检，节日福利，带薪年假，员工旅游，五险一金,https://www.zhipin.com/job_detail/44a5007c2517169d1nJ-29m9FFBV.html
全栈工程师,全栈工程师（Java+React方向）,上海·徐汇区·龙华,25000,35000,5-10,本科,惠每移健,咨询B轮100-499人,Java 微服务架构 全栈开发 后端开发 前端开发,陈女士招聘经理,节日福利，补充医疗保险，零食下午茶，带薪年假，五险一金，年终奖，定期体检，股票期权，通讯补贴，员工旅游,https://www.zhipin.com/job_detail/fc3205c3f3940c7a1XR409q-E1FW.html
全栈工程师,全栈工程师,宁波·鄞州区·环球城,35000,70000,经验不限,本科,积木云科技(宁波...,计算机软件天使轮0-20人,TypeScript RxJS CRDT 数据结构 React,丁先生CEO & Co-Founder,股票期权，可远程办公，补充医疗保险,https://www.zhipin.com/job_detail/e8b6d5c8287ed8021XR83tS4FVBW.html
全栈工程师,全栈工程师,北京·西城区·德外大街,18000,30000,1-3,本科,金航远景,计算机服务不需要融资20-99人,Java JavaScript CSS 全栈开发 音视频开发,何女士人事行政经理,餐补，节日福利，补充医疗保险，交通补助，定期体检，通讯补贴，五险一金，带薪年假，年终奖,https://www.zhipin.com/job_detail/735f948e4c4089ee1n1_29-9EFJQ.html
全栈工程师,推荐云全栈工程师,北京·海淀区·上地,26666,53333,1-3,本科,快手,社交网络已上市10000人以上,HTML Python JavaScript,周先生全栈工程师,节日福利，定期体检，年终奖，补充医疗保险，股票期权，带薪年假，五险一金,https://www.zhipin.com/job_detail/c6fc0d4797bf6c261nd70967GVFV.html
全栈工程师,全栈工程师,石家庄,6000,10000,3-5,大专,趣米科技,计算机软件100-499人,Java 前端开发 后端开发 Vue MySQL,于女士人事经理, ,https://www.zhipin.com/job_detail/47acd9baaa4af78e1nV83tm0GFFQ.html
全栈工程师,全栈工程师（for 推荐系统）,北京·朝阳区·太阳宫,33333,60000,1-3,本科,BOSS直聘,人力资源服务已上市1000-9999人,Java C++ Python JavaScript 数据结构 React,姚女士HR,住房补贴，年终奖，五险一金，餐补，交通补助，加班补助，定期体检，员工旅游，补充医疗保险，带薪年假，股票期权，节日福利,https://www.zhipin.com/job_detail/309dbe421828bc6f1nxy3Nm7GVZW.html
全栈工程师,全栈工程师,成都·武侯区·红牌楼,15000,30000,3-5,本科,Longbridge 长桥,移动互联网A轮100-499人,全栈开发 微服务架构 数据结构 算法基础 网络编程,陆先生Golang开发,五险一金，全员 Mac，节日福利，定期体检，零食下午茶，年终奖，员工旅游，餐补，带薪年假,https://www.zhipin.com/job_detail/2207cdbded0cbb021n183Nq8GFpW.html
全栈工程师,全栈工程师,大连·沙河口区·软件园,14083,27083,3-5,本科,大连远思达科技,计算机软件20-99人,HTML Node.js JQuery,胡女士招聘者, ,https://www.zhipin.com/job_detail/7e5f5655e83fd7771nV63du4E1JX.html
全栈工程师,全栈工程师,北京·朝阳区·三元桥,25000,35000,3-5,本科,噗呲科技有限公司,社交网络A轮0-20人,Python MySQL NoSQL Node.js,王先生招聘者,员工旅游，零食下午茶，五险一金，年终奖，股票期权，节日福利,https://www.zhipin.com/job_detail/0edeff195b6088b21nR_29W_GFJV.html
全栈工程师,全栈工程师,深圳,15000,20000,1-3,本科,共链,人力资源服务A轮20-99人,HTML Java SQL CSS 全栈开发 数据结构,马先生总裁/总经理/CEO,零食下午茶，全勤奖，节日福利，股票期权，交通补助，通讯补贴，员工旅游，五险一金，加班补助，带薪年假，年终奖,https://www.zhipin.com/job_detail/fa8426d2d44a24871nZ_09i1EFNS.html
全栈工程师,全栈工程师,南京·浦口区·泰山,8000,12000,1-3,本科,南京万软,电子商务未融资0-20人,HTML PHP JavaScript 前端开发 后端开发,王先生ceo,加班补助，员工旅游，节日福利，年终奖，五险一金，零食下午茶,https://www.zhipin.com/job_detail/ec51f56558bacc191nZ63d-7ElRQ.html
全栈工程师,全栈工程师,长沙·雨花区·红星,9000,14000,3-5,大专,今娱,数据服务未融资20-99人,Java,卓先生总经理,加班补助，五险一金，节日福利，零食下午茶，年终奖，带薪年假，全勤奖,https://www.zhipin.com/job_detail/3d04482ab25c921a1nZ83tS6E1JX.html
全栈工程师,全栈工程师,长春·朝阳区·高新开发区,8000,11000,1-3,大专,亿科数字科技,计算机软件未融资20-99人,Java JavaScript Linux Vue 软件工程师,姜先生技术总监, ,https://www.zhipin.com/job_detail/d5deb2dc7cc081370Hx629y8EVA~.html
全栈工程师,全栈工程师,乌鲁木齐·新市区·北京路,10000,11000,经验不限,大专,苏猫智能网络科技,智能硬件天使轮0-20人,Java JavaScript HTML CSS C语言 PHP,李先生招聘者,五险一金,https://www.zhipin.com/job_detail/a38829ad99643dd133R-09-8EFM~.html
全栈工程师,全栈工程师,柳州·鱼峰区·屏山,8000,10000,1-3,本科,585养车网,4S店/后市场0-20人,全栈开发,韦先生招聘者, ,https://www.zhipin.com/job_detail/b41d24546829c0661nV42tm0EVFV.html
全栈工程师,python全栈工程师,北京·海淀区·西北旺,26666,40000,1-3,硕士,百度,互联网已上市10000人以上,Python 后端开发 数据结构 算法基础 MySQL,陈先生算法工程师,节日福利，免费班车，五险一金，年终奖，交通补助，补充医疗保险，零食下午茶，员工旅游，加班补助，带薪年假，定期体检，住房补贴，娱乐健身，通讯补贴，餐补,https://www.zhipin.com/job_detail/659b56681de6533a1nx-39m4E1FW.html
全栈工程师,资深全栈工程师,北京·海淀区·四季青,26000,30000,5-10,本科,安天,信息安全C轮1000-9999人,全栈开发 前端开发 后端开发 微服务架构 Java,平先生招聘者,年终奖，餐补，免费班车，定期体检，带薪年假，节日福利，五险一金，年终福利，零食下午茶，补充医疗保险，外样补贴,https://www.zhipin.com/job_detail/59c197c5ad4e29eb1nB-2Nu6ElFR.html
全栈工程师,Java&前端全栈工程师,北京·大兴区·亦庄,35000,70000,5-10,本科,京东振世,互联网不需要融资10000人以上,Java JavaScript HTML,付先生iOS开发工程师,包吃，免费班车，定期体检，补充医疗保险，年终奖，餐补，节日福利，员工旅游，零食下午茶，股票期权，带薪年假，五险一金,https://www.zhipin.com/job_detail/7665f6aae11d53151nRy3d--EVFQ.html
全栈工程师,全栈工程师,广州·天河区·跑马场,20000,40000,经验不限,大专,博彦科技,计算机软件已上市10000人以上,Python 服务器配置 容器技术 分布式技术 Linux,邹女士招聘经理,带薪年假，节日福利，定期体检，年终奖，免费班车，五险一金,https://www.zhipin.com/job_detail/4adb9d8e5f3318951nx40t61GVFQ.html
全栈工程师,全栈工程师,上海,20000,40000,1-3,本科,上海韵栋文化传播...,O2O不需要融资0-20人,移动端 O2O 商业产品 TO B TO C,王先生招聘者,零食下午茶，全勤奖，加班补助，股票期权，年终奖,https://www.zhipin.com/job_detail/1ff89c1bc96ea98b1nZ_3dS7GFNS.html
全栈工程师,全栈工程师,北京,11000,22000,3-5,本科,中科科能(北京)...,互联网未融资0-20人,Web端 Java 全栈开发,盛先生总经理/技术总监,全勤奖，年终奖，餐补，零食下午茶，加班补助，五险一金,https://www.zhipin.com/job_detail/a431ba469835bec60X1-3t69EFI~.html
全栈工程师,全栈工程师,梅州·梅江区·嘉应大学,4000,9000,1-3,大专,玖零网络,互联网A轮20-99人,Java CSS MySQL 后端开发 全栈开发,吴先生CEO,零食下午茶，带薪年假，加班补助，五险一金，定期体检，节日福利，员工旅游，交通补助，年终奖,https://www.zhipin.com/job_detail/6c4f492b32a429a20n1839u-EFU~.html
全栈工程师,全栈工程师,天津·河东区·大王庄,8000,13000,1-3,本科,易泰科技,计算机服务20-99人,CSS Spring 后端开发,左女士人事,节日福利，五险一金，年终奖，餐补，带薪年假，通讯补贴,https://www.zhipin.com/job_detail/05d0928af5a4e5681nJ43ti8FlNQ.html
全栈工程师,全栈工程师,沈阳·和平区·三好街,10000,15000,5-10,大专,中研宏科,计算机软件A轮100-499人,分布式技术 微服务架构 消息队列,曹先生项目经理,零食下午茶，五险一金，员工旅游，交通补助，餐补，年终奖，带薪年假，节日福利，加班补助，通讯补贴，定期体检,https://www.zhipin.com/job_detail/446331c7623185b01nZ73t2_GVVV.html
全栈工程师,高级全栈工程师,深圳·南山区·科技园,25000,43750,5-10,本科,小爱灵动,游戏A轮20-99人,JavaScript TypeScript 网络协议 分布式技术,刘女士HRBP,节日福利，五险一金，股票期权，年度绩效奖，年终奖，零食下午茶，年度调薪，项目奖金，员工旅游，季度绩效奖金，带薪年假,https://www.zhipin.com/job_detail/347bbe2d0e638ad11n1z2dq9EVVV.html
全栈工程师,Web 全栈工程师,上海·松江区·九亭,11000,22000,经验不限,本科,担路网,企业服务未融资20-99人,Linux PostgreSQL MySQL Django 架构师,王女士HRBP,带薪年假，通讯补贴，五险一金，全勤奖，交通补助，年终奖，节日福利,https://www.zhipin.com/job_detail/a9ee0fe4a7e235691nJ_3Ny_FVtV.html
全栈工程师,Java全栈工程师,重庆·南岸区·四公里,11000,18000,3-5,本科,法本,计算机软件已上市10000人以上,HTML CSS 全栈开发 SpringBoot Spring,李先生招聘主管,全勤奖，五险一金，节日福利，带薪年假，加班补助，企业文化，年终奖，定期体检，零食下午茶，员工旅游,https://www.zhipin.com/job_detail/4b7637a064de320d1XVy2dW-GFZR.html
全栈工程师,高级全栈工程师,杭州·西湖区·西溪,16250,32500,5-10,本科,尤米科技,移动互联网天使轮0-20人,全栈开发 Node.js Java PHP JavaScript,Z女士招聘者,股票期权，年终奖，五险一金，餐补，带薪年假,https://www.zhipin.com/job_detail/db59e48a9124ff8e0HF92Nq9F1c~.html
全栈工程师,uniapp全栈工程师,上海·闵行区·虹桥,15000,20000,3-5,大专,上海滇水实业有限公司,批发/零售20-99人,全栈开发 小程序,崔女士HR, ,https://www.zhipin.com/job_detail/daa6563d5d0128861nN-2925FldR.html
全栈工程师,Node.js全栈工程师,苏州·苏州工业园区·独墅湖,16250,27083,1-3,学历不限,睿能科技,计算机软件未融资20-99人,全栈开发 JavaScript TypeScript Linux,张先生总经理,五险一金,https://www.zhipin.com/job_detail/0480ff03bd92ddaf1nF73Ny8EVVV.html
全栈工程师,JAVA全栈工程师,沈阳·和平区·长白,8000,10000,5-10,大专,蜡烛科技,互联网金融不需要融资100-499人,全栈开发,那先生研发总监,包吃，五险一金，年终奖，节日福利，带薪年假,https://www.zhipin.com/job_detail/a8d55c7c097d8d031nF83969F1ZQ.html
全栈工程师,web前端全栈工程师,厦门·集美区·杏林,16250,21666,经验不限,本科,网聚云联,企业服务未融资20-99人,React Web端 TypeScript flutter,王先生研发经理,零食下午茶，交通补助，年终奖，定期体检，餐补，员工旅游，通讯补贴，五险一金，股票期权，带薪年假，节日福利,https://www.zhipin.com/job_detail/9bd0287fb2b0cef41nN82dW1FlpV.html
全栈工程师,全栈工程师,北京·昌平区·沙河,25000,50000,5-10,本科,鲸艺教育,在线教育不需要融资20-99人,后端开发 系统架构 Web前端,刘女士招聘者,员工旅游，五险一金，零食下午茶，股票期权，年终奖，带薪年假，节日福利,https://www.zhipin.com/job_detail/b4fe157e6702e5de1XB93t20EFc~.html
全栈工程师,全栈工程师,杭州·拱墅区·上塘,21000,23333,经验不限,本科,杭州环研科技有限公司,环保未融资20-99人,SQL Python PHP 全栈开发 MySQL 管理系统,卢先生研发部经理,员工旅游，餐补，补充医疗保险，年终奖，节日福利，带薪年假，零食下午茶，交通补助，股票期权，通讯补贴,https://www.zhipin.com/job_detail/5eeb4a95470cdcca1nZ429i_GFVQ.html
全栈工程师,全栈工程师,昆明·官渡区·春城路,15000,16000,3-5,学历不限,泽坤科技,计算机软件不需要融资20-99人,全栈开发,徐先生经理,五险一金,https://www.zhipin.com/job_detail/8e9c29f2e5582eb61nB-3t24E1tQ.html
全栈工程师,全栈工程师,上海,8000,13000,3-5,本科,上海研鼎,电子商务A轮100-499人,服务器配置 MySQL 网络编程 Linux Windows,张先生软件工程师,年终奖，交通补助，零食下午茶，五险一金，通讯补贴，餐补，带薪年假，加班补助，定期体检，员工旅游,https://www.zhipin.com/job_detail/441ac1f3ce05d0e81nF73Ny-GVFV.html
全栈工程师,WEB系统全栈工程师 （C#方向）,北京,15000,21000,3-5,本科,国信司南（北京）...,互联网不需要融资100-499人,C# SQL .NET Core 多线程 MVC开发 Redis,韩先生经理,餐补，年终奖，带薪年假，通讯补贴，定期体检，加班补助，节日福利，交通补助，五险一金,https://www.zhipin.com/job_detail/71ed38a9cee5bd301nF_2d65FlNV.html
全栈工程师,全栈工程师,长春·南关区·净月开发区,12000,20000,1-3,本科,吉林祥云,政府/公共事业不需要融资100-499人,多线程 SpringBoot SpringCloud 后端开发,贺先生机器学习科学家,节日福利，年终奖，餐补，带薪年假，五险一金，定期体检,https://www.zhipin.com/job_detail/3b1716fe1d01a7b11nJ839S9GFVQ.html
全栈工程师,全栈工程师,北京·海淀区·上地,20000,40000,3-5,本科,北京源铸区块链技...,互联网金融0-20人,产品设计 需求分析 数据分析 数据产品 功能产品,刘先生招聘者, ,https://www.zhipin.com/job_detail/69658d4dbf8b465a1nF63tu5FlNV.html
全栈工程师,全栈工程师,漳州·龙海市·万达广场,6500,11916,经验不限,大专,亿安智能,信息安全20-99人,MVC开发 Spring SpringBoot GIT SVN,黄女士HR,节日福利，五险一金，年终奖，餐补，带薪年假，加班补助，通讯补贴，全勤奖,https://www.zhipin.com/job_detail/2e100ca0c849bb7b1nx72tu9FldR.html
全栈工程师,全栈工程师/专家,杭州·余杭区·五常,30000,35000,经验不限,本科,阿里巴巴集团,互联网已上市10000人以上,Java Javascript Web前端,姜先生高级开发工程师,员工旅游，补充医疗保险，节日福利，五险一金，股票期权，免费班车，餐补，交通补助，零食下午茶，年终奖,https://www.zhipin.com/job_detail/3ed3039625fa19e903d73dS5ElM~.html
全栈工程师,软件开发全栈工程师（技术合伙人）,上海·长宁区·江苏路,25000,40000,3-5,本科,万马奔腾数据,互联网未融资0-20人,Java C# PHP HTML JavaScript Go SQL,陈先生创始人（经济学博士）, ,https://www.zhipin.com/job_detail/5b1ec30a34d782f31nx83ty4EFVQ.html
全栈工程师,java全栈工程师,杭州·滨江区·长河,8000,13000,经验不限,学历不限,易事通,计算机软件20-99人,SpringBoot Android,赵女士经理人, ,https://www.zhipin.com/job_detail/b956b095cc54b7061nJ-096_FldR.html
全栈工程师,前端/全栈工程师,北京·海淀区·西北旺,12000,13000,1-3,本科,北京猫盘技术,智能硬件20-99人,前端开发 HTML CSS CSS3 HTML5 React,关女士招聘者, ,https://www.zhipin.com/job_detail/b078e2b3f0b0d0101nF90tm7E1BV.html
全栈工程师,后端和全栈工程师,上海·闵行区·虹桥,10000,15000,1-3,本科,湖迦,移动互联网未融资0-20人,后端开发 全栈开发 移动端 数据库开发 大数据,冯先生Director, ,https://www.zhipin.com/job_detail/50a84814e2a67efd0XV73968EFM~.html
全栈工程师,区块链全栈工程师,深圳·福田区·梅林,11000,18000,3-5,大专,和众创科技有限公司,计算机软件天使轮20-99人,HTML CSS React Redis MySQL,吴女士人事,零食下午茶，节日福利，员工旅游，带薪年假，全勤奖，股票期权，定期体检，五险一金，年终奖，包吃住,https://www.zhipin.com/job_detail/07e7c88355d8fe901nF52t61FVtW.html
全栈工程师,互联网全栈工程师,西安,8000,12000,3-5,本科,斯维智能,智能硬件A轮0-20人,数据库 Android Django框架,陈女士行政部经理, ,https://www.zhipin.com/job_detail/d60c38318184bfc11nJ53di-GVI~.html
全栈工程师,全栈工程师Python\Django\Net5.0\OC\安卓,北京·海淀区·健翔桥,46666,81666,5-10,硕士,拉酷,互联网不需要融资20-99人,Python C# Objective-C C语言 全栈开发,龚先生招聘者,年终奖，交通补助，员工旅游，股票期权，五险一金，零食下午茶，带薪年假，节日福利,https://www.zhipin.com/job_detail/0625be7d76f406021nZ409q-E1FW.html
全栈工程师,全栈开发工程师,北京·海淀区·东小口,22000,28000,经验不限,本科,云道智造,计算机软件B轮100-499人,Webpack 全栈 Node.js SQL TypeScript,秦女士人资经理,免费班车，五险一金，带薪年假，年终奖，零食下午茶，补充医疗保险，博士后工作站，股票期权，定期体检，节日福利，公租房，员工旅游，加班福利,https://www.zhipin.com/job_detail/c40883a50f4f96f733x73t6_FlI~.html
全栈工程师,javaweb中高级开发工程师,北京·海淀区·西北旺,18000,35000,3-5,本科,用友网络,互联网已上市10000人以上,Java 全栈工程师 全栈开发 计算机软件 Redis,聂女士部门经理,年终奖，定期体检，补充医疗保险，带薪年假，全勤奖，节日福利，交通补助，通讯补贴，员工旅游，餐补，五险一金，免费班车，股票期权，加班补助,https://www.zhipin.com/job_detail/1d1fb8eb23b45b461nd73tu9E1JS.html
全栈工程师,Java开发工程师,重庆·渝中区·解放碑,8000,12000,1-3,本科,柯源信息技术,计算机软件不需要融资20-99人,Java 计算机/软件工程相关经验 Java开发经验,俞女士招聘主管,项目奖金，带薪年假，每年定期涨薪，节日福利,https://www.zhipin.com/job_detail/9ea9b32b19c436e81nN509u0FFRW.html
